lat,lng,occurred_at,speed,horizontal_accuracy,vertical_accuracy,driver_status,rider_status,battery_level,type
46.187874,6.1280919,1446342432623,0.64031243,18.0,18.0,\N,looking,0.64,tap
46.187874,6.1280919,1446342432791,0.64031243,18.0,18.0,\N,looking,0.64,impression
46.187874,6.1280919,1446342432877,0.64031243,18.0,18.0,\N,looking,0.64,tap
46.187874,6.1280919,1446342434414,0.64031243,18.0,18.0,\N,looking,0.64,impression
46.187874,6.1280919,1446342436082,0.64031243,18.0,18.0,\N,looking,0.64,impression
46.187874,6.1280919,1446342436111,0.64031243,18.0,18.0,\N,looking,0.64,tap
46.1880525,6.1280434,1446342440563,0.54644305,22.0,22.0,\N,looking,0.64,tap
46.188057,6.1280521,1446342443649,0.0,26.0,26.0,\N,looking,0.64,tap
46.188057,6.1280521,1446342443666,0.0,26.0,26.0,\N,looking,0.64,impression
46.188057,6.1280521,1446342443680,0.0,26.0,26.0,\N,looking,0.64,tap
46.188057,6.1280521,1446342443699,0.0,26.0,26.0,\N,looking,0.64,impression
46.188057,6.1280521,1446342443717,0.0,26.0,26.0,\N,looking,0.64,tap
46.188057,6.1280521,1446342443735,0.0,26.0,26.0,\N,looking,0.64,impression
46.1880608,6.1280561,1446342444954,0.0,11.0,11.0,\N,looking,0.64,tap
46.1880608,6.1280561,1446342444970,0.0,11.0,11.0,\N,looking,0.64,tap
46.1880608,6.1280561,1446342444985,0.0,11.0,11.0,\N,looking,0.64,tap
46.1880608,6.1280561,1446342445507,0.0,11.0,11.0,\N,looking,0.64,impression
46.1880608,6.1280561,1446342445927,0.0,11.0,11.0,\N,looking,0.64,tap
46.1880608,6.1280561,1446342445943,0.0,11.0,11.0,\N,looking,0.64,tap
46.1880608,6.1280561,1446342445959,0.0,11.0,11.0,\N,looking,0.64,tap
46.1880608,6.1280561,1446342446019,0.0,11.0,11.0,\N,looking,0.64,tap
46.1880608,6.1280561,1446342446033,0.0,11.0,11.0,\N,looking,0.64,impression
46.1880608,6.1280561,1446342446479,0.0,11.0,11.0,\N,looking,0.64,impression
46.1880608,6.1280561,1446342446997,0.0,11.0,11.0,\N,looking,0.64,tap
46.1880608,6.1280561,1446342447012,0.0,11.0,11.0,\N,looking,0.64,impression
46.188055,6.128062,1446342450817,0.0,9.0,9.0,\N,looking,0.64,tap
46.188055,6.128062,1446342450846,0.0,9.0,9.0,\N,looking,0.64,impression
46.188055,6.128062,1446342450862,0.0,9.0,9.0,\N,looking,0.64,tap
46.188055,6.128062,1446342450887,0.0,9.0,9.0,\N,looking,0.64,impression
46.188055,6.128062,1446342450910,0.0,9.0,9.0,\N,looking,0.64,tap
46.188055,6.128062,1446342450939,0.0,9.0,9.0,\N,looking,0.64,impression
46.188055,6.128062,1446342453463,0.0,9.0,9.0,\N,looking,0.64,tap
46.188055,6.128062,1446342453480,0.0,9.0,9.0,\N,looking,0.64,impression
46.1880484,6.1280666,1446342454498,0.0,9.0,9.0,\N,looking,0.64,tap
46.1880484,6.1280666,1446342454514,0.0,9.0,9.0,\N,looking,0.64,impression
46.1880484,6.1280666,1446342457348,0.0,9.0,9.0,\N,looking,0.64,tap
46.1880484,6.1280666,1446342457362,0.0,9.0,9.0,\N,looking,0.64,impression
46.1880484,6.1280666,1446342458388,0.0,9.0,9.0,\N,looking,0.64,tap
46.1880484,6.1280666,1446342458407,0.0,9.0,9.0,\N,looking,0.64,impression
46.1880484,6.1280666,1446342459448,0.0,9.0,9.0,\N,looking,0.64,tap
46.1880484,6.1280666,1446342459470,0.0,9.0,9.0,\N,looking,0.64,impression
46.1880243,6.1280792,1446342463363,0.0,8.0,8.0,\N,looking,0.64,tap
46.1880243,6.1280792,1446342463377,0.0,8.0,8.0,\N,looking,0.64,impression
46.1877096,6.1280606,1446342471527,0.0,8.027,8.027,\N,looking,0.64,tap
46.1877096,6.1280606,1446342471552,0.0,8.027,8.027,\N,looking,0.64,tap
46.1877096,6.1280606,1446342471570,0.0,8.027,8.027,\N,looking,0.64,tap
46.1877096,6.1280606,1446342472082,0.0,8.027,8.027,\N,looking,0.64,impression
46.1877331,6.1280522,1446342474104,0.28017852,6.0,6.0,\N,looking,0.64,tap
46.1877331,6.1280522,1446342474127,0.28017852,6.0,6.0,\N,looking,0.64,tap
46.1877331,6.1280522,1446342474146,0.28017852,6.0,6.0,\N,looking,0.64,tap
46.1877331,6.1280522,1446342474651,0.28017852,6.0,6.0,\N,looking,0.64,impression
46.1876612,6.1281464,1446342481049,0.5360037,6.0,6.0,\N,looking,0.64,impression
46.1877048,6.1280192,1446342485124,0.0,9.0,9.0,\N,looking,0.64,tap
46.1877048,6.1280192,1446342485140,0.0,9.0,9.0,\N,looking,0.64,impression
46.1877048,6.1280192,1446342485155,0.0,9.0,9.0,\N,looking,0.64,tap
46.1877048,6.1280192,1446342485174,0.0,9.0,9.0,\N,looking,0.64,tap
46.1877048,6.1280192,1446342485219,0.0,9.0,9.0,\N,looking,0.64,impression
46.1877048,6.1280192,1446342485240,0.0,9.0,9.0,\N,looking,0.64,tap
46.1877048,6.1280192,1446342485256,0.0,9.0,9.0,\N,looking,0.64,tap
46.1877048,6.1280192,1446342485272,0.0,9.0,9.0,\N,looking,0.64,impression
46.1877048,6.1280192,1446342485288,0.0,9.0,9.0,\N,looking,0.64,tap
46.1877048,6.1280192,1446342485316,0.0,9.0,9.0,\N,looking,0.64,tap
46.1877048,6.1280192,1446342485334,0.0,9.0,9.0,\N,looking,0.64,impression
46.1877048,6.1280192,1446342487693,0.0,9.0,9.0,\N,looking,0.64,impression
46.1877048,6.1280192,1446342487737,0.0,9.0,9.0,\N,looking,0.64,impression
46.1877048,6.1280192,1446342487773,0.0,9.0,9.0,\N,looking,0.64,tap
46.1877589,6.1280145,1446342495392,0.0,10.0,10.0,\N,looking,0.64,tap
46.1877589,6.1280145,1446342495419,0.0,10.0,10.0,\N,looking,0.64,impression
46.1876944,6.1280938,1446342499886,0.0,9.0,9.0,\N,looking,0.64,tap
46.1876944,6.1280938,1446342499904,0.0,9.0,9.0,\N,looking,0.64,tap
46.1876944,6.1280938,1446342499921,0.0,9.0,9.0,\N,looking,0.64,tap
46.1876944,6.1280938,1446342500425,0.0,9.0,9.0,\N,looking,0.64,impression
46.1876944,6.1280938,1446342502191,0.0,9.0,9.0,\N,looking,0.64,tap
46.1876944,6.1280938,1446342502206,0.0,9.0,9.0,\N,looking,0.64,impression
46.1876944,6.1280938,1446342502711,0.0,9.0,9.0,\N,looking,0.64,tap
46.1876944,6.1280938,1446342502728,0.0,9.0,9.0,\N,looking,0.64,tap
46.1876944,6.1280938,1446342502746,0.0,9.0,9.0,\N,looking,0.64,tap
46.1876944,6.1280938,1446342503273,0.0,9.0,9.0,\N,looking,0.64,impression
46.1876944,6.1280938,1446342504155,0.0,9.0,9.0,\N,looking,0.64,tap
46.1876944,6.1280938,1446342504187,0.0,9.0,9.0,\N,looking,0.64,impression
46.1876944,6.1280938,1446342504561,0.0,9.0,9.0,\N,looking,0.64,tap
46.1876944,6.1280938,1446342504579,0.0,9.0,9.0,\N,looking,0.64,tap
46.1876944,6.1280938,1446342504610,0.0,9.0,9.0,\N,looking,0.64,tap
46.1877483,6.1280571,1446342505106,0.0,10.0,10.0,\N,looking,0.64,impression
46.1877483,6.1280571,1446342505605,0.0,10.0,10.0,\N,looking,0.64,tap
46.1877483,6.1280571,1446342505623,0.0,10.0,10.0,\N,looking,0.64,tap
46.1877483,6.1280571,1446342505638,0.0,10.0,10.0,\N,looking,0.64,tap
46.1877483,6.1280571,1446342506173,0.0,10.0,10.0,\N,looking,0.64,impression
46.1877601,6.1280594,1446342532223,0.0,13.0,13.0,\N,looking,0.64,tap
46.1877601,6.1280594,1446342532242,0.0,13.0,13.0,\N,looking,0.64,impression
46.1877601,6.1280594,1446342533471,0.0,13.0,13.0,\N,looking,0.64,tap
46.1877601,6.1280594,1446342533487,0.0,13.0,13.0,\N,looking,0.64,impression
46.1877601,6.1280594,1446342533520,0.0,13.0,13.0,\N,looking,0.64,tap
46.1877601,6.1280594,1446342533558,0.0,13.0,13.0,\N,looking,0.64,tap
46.1877601,6.1280594,1446342533573,0.0,13.0,13.0,\N,looking,0.64,impression
46.1877601,6.1280594,1446342533595,0.0,13.0,13.0,\N,looking,0.64,tap
46.1877601,6.1280594,1446342533614,0.0,13.0,13.0,\N,looking,0.64,tap
46.1877601,6.1280594,1446342533629,0.0,13.0,13.0,\N,looking,0.64,impression
46.1877601,6.1280594,1446342533648,0.0,13.0,13.0,\N,looking,0.64,tap
46.1877601,6.1280594,1446342534012,0.0,13.0,13.0,\N,looking,0.64,impression
46.18776,6.1280599,1446342535556,0.0,13.0,13.0,\N,looking,0.64,impression
46.18776,6.1280599,1446342535593,0.0,13.0,13.0,\N,looking,0.64,tap
46.18776,6.1280599,1446342537732,0.0,13.0,13.0,\N,looking,0.64,tap
46.18776,6.1280599,1446342537954,0.0,13.0,13.0,\N,looking,0.64,tap
46.18776,6.1280599,1446342537979,0.0,13.0,13.0,\N,looking,0.64,tap
46.18776,6.1280599,1446342538000,0.0,13.0,13.0,\N,looking,0.64,tap
46.18776,6.1280599,1446342538501,0.0,13.0,13.0,\N,looking,0.64,impression
46.18776,6.1280599,1446342538707,0.0,13.0,13.0,\N,looking,0.64,impression
46.18776,6.1280599,1446342539528,0.0,13.0,13.0,\N,looking,0.64,impression
46.18776,6.1280599,1446342539561,0.0,13.0,13.0,\N,looking,0.64,tap
46.18776,6.1280601,1446342540607,0.0,11.0,11.0,\N,looking,0.64,impression
46.18776,6.1280601,1446342540637,0.0,11.0,11.0,\N,looking,0.64,impression
46.18776,6.1280601,1446342540744,0.0,11.0,11.0,\N,looking,0.64,tap
46.18776,6.1280601,1446342540853,0.0,11.0,11.0,\N,looking,0.64,impression
46.18776,6.1280601,1446342540869,0.0,11.0,11.0,\N,looking,0.64,impression
46.18776,6.1280601,1446342543315,0.0,11.0,11.0,\N,looking,0.64,impression
46.18776,6.1280601,1446342544596,0.0,11.0,11.0,\N,looking,0.64,tap
46.2033133,6.1535155,1446493483604,0.7202777,5.0,5.0,\N,looking,0.21,impression
46.2033133,6.1535155,1446493485118,0.7202777,5.0,5.0,\N,looking,0.21,impression
46.2033133,6.1535155,1446493485203,0.7202777,5.0,5.0,\N,looking,0.21,impression
46.2033337,6.1535177,1446493485724,0.0,4.0,4.0,\N,looking,0.21,impression
46.2032991,6.1535175,1446493486422,0.0,4.0,4.0,\N,looking,0.21,impression
46.2032991,6.1535175,1446493487156,0.0,4.0,4.0,\N,looking,0.21,impression
46.2032797,6.1535223,1446493492155,0.0,3.9,3.9,\N,looking,0.21,tap
46.2032797,6.1535223,1446493492184,0.0,3.9,3.9,\N,looking,0.21,impression
46.203274,6.1535171,1446493496345,0.0,4.0,4.0,\N,looking,0.21,impression
46.203274,6.1535171,1446493497401,0.0,4.0,4.0,\N,looking,0.21,tap
46.2032738,6.1535169,1446493497962,0.0,3.9,3.9,\N,looking,0.21,impression
46.2032738,6.1535169,1446493499166,0.0,3.9,3.9,\N,looking,0.21,tap
46.2032737,6.1535167,1446493499741,0.0,3.9,3.9,\N,looking,0.21,impression
46.2032737,6.1535167,1446493500780,0.0,3.9,3.9,\N,looking,0.21,tap
46.2032737,6.1535167,1446493501342,0.0,3.9,3.9,\N,looking,0.21,impression
46.2032736,6.1535166,1446493501757,0.0,3.9,3.9,\N,looking,0.21,tap
46.2032736,6.1535166,1446493502320,0.0,3.9,3.9,\N,looking,0.21,impression
46.2032736,6.1535166,1446493503508,0.0,3.9,3.9,\N,looking,0.21,tap
46.2032736,6.1535166,1446493504053,0.0,3.9,3.9,\N,looking,0.21,impression
46.2032736,6.1535166,1446493504658,0.0,3.9,3.9,\N,looking,0.21,tap
46.2032736,6.1535166,1446493505215,0.0,3.9,3.9,\N,looking,0.21,impression
46.2032736,6.1535165,1446493507458,0.0,3.9,3.9,\N,looking,0.21,tap
46.2032736,6.1535165,1446493507488,0.0,3.9,3.9,\N,looking,0.21,impression
46.2032735,6.1535164,1446493508138,0.0,3.9,3.9,\N,looking,0.21,tap
46.2032735,6.1535164,1446493508690,0.0,3.9,3.9,\N,looking,0.21,impression
46.2032735,6.1535164,1446493511892,0.0,3.9,3.9,\N,looking,0.21,tap
46.2032735,6.1535164,1446493512243,0.0,3.9,3.9,\N,looking,0.21,tap
46.2032735,6.1535164,1446493512806,0.0,3.9,3.9,\N,looking,0.22,impression
46.2032733,6.1535163,1446493513778,0.0,3.9,3.9,\N,looking,0.22,tap
46.2032733,6.1535163,1446493513794,0.0,3.9,3.9,\N,looking,0.22,impression
46.2032733,6.1535163,1446493514819,0.0,3.9,3.9,\N,looking,0.22,tap
46.2032733,6.1535163,1446493515390,0.0,3.9,3.9,\N,looking,0.22,impression
46.203273,6.1535163,1446493516130,0.0,3.9,3.9,\N,looking,0.22,tap
46.203273,6.1535163,1446493516144,0.0,3.9,3.9,\N,looking,0.22,impression
46.203273,6.1535163,1446493516270,0.0,3.9,3.9,\N,looking,0.22,tap
